,is_canceled,lead_time,arrival_date_year,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,agent,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,res_room_typeR,assn_room_typeR,cust_typeR,res_statusR,hotelR,arrival_date_monthR,mealR,deposit_typeR,market_segmentR,dist_channelR,countryR
19724,0.0,152.0,2016.0,32.0,31.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,196.0,0.0,194.0,0.0,0.0,4,4.0,2,0,1,6.0,4,0,1,0,1
19738,0.0,180.0,2016.0,32.0,31.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,156.6,0.0,3.0,3,3.0,2,0,1,6.0,3,0,1,0,1
19744,0.0,234.0,2016.0,32.0,2.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,250.0,0.0,263.0,1.0,2.0,6,6.0,2,0,1,7.0,1,0,3,1,1
19765,0.0,15.0,2016.0,32.0,4.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,241.0,0.0,168.63,0.0,2.0,0,0.0,2,0,1,7.0,0,0,0,0,1
19776,0.0,19.0,2016.0,32.0,3.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,221.0,0.0,2.0,0,0.0,2,0,1,7.0,0,0,0,0,1
19798,0.0,4.0,2016.0,32.0,4.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,253.5,0.0,1.0,0,0.0,2,0,1,7.0,1,0,0,0,1
19871,0.0,197.0,2016.0,32.0,5.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,148.0,0.0,1.0,3,3.0,2,0,1,7.0,0,0,3,1,2
19876,0.0,195.0,2016.0,32.0,4.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,243.0,0.0,116.1,0.0,1.0,0,0.0,0,0,1,7.0,1,0,1,0,1
19919,0.0,226.0,2016.0,33.0,8.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,138.0,1.0,2.0,0,3.0,2,0,1,7.0,0,0,0,0,1
19929,0.0,6.0,2016.0,33.0,10.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,227.1,1.0,2.0,4,4.0,2,0,1,7.0,0,0,3,1,2
20003,0.0,78.0,2016.0,33.0,11.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,189.0,0.0,1.0,0,0.0,2,0,1,7.0,0,0,0,0,2
20052,0.0,110.0,2016.0,33.0,8.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,189.0,0.0,2.0,0,0.0,2,0,1,7.0,0,0,0,0,1
20069,0.0,24.0,2016.0,34.0,14.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,242.0,0.0,299.0,0.0,0.0,6,6.0,2,0,1,7.0,0,0,0,0,2
20083,0.0,210.0,2016.0,33.0,9.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,183.0,0.0,1.0,0,0.0,2,0,1,7.0,4,0,3,1,1
20115,0.0,108.0,2016.0,33.0,12.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,222.0,0.0,1.0,3,3.0,2,0,1,7.0,3,0,0,0,2
20135,0.0,59.0,2016.0,33.0,12.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,329.0,0.0,1.0,6,6.0,2,0,1,7.0,1,0,0,0,2
20223,0.0,27.0,2016.0,34.0,18.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,231.0,0.0,2.0,0,2.0,2,0,1,7.0,0,0,0,0,2
20242,0.0,3.0,2016.0,34.0,18.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,170.7,1.0,1.0,0,0.0,2,0,1,7.0,0,0,3,1,2
20308,0.0,10.0,2016.0,34.0,20.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,300.6,1.0,0.0,7,7.0,2,0,1,7.0,1,0,3,1,1
20326,0.0,13.0,2016.0,34.0,17.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,241.0,1.0,1.0,0,0.0,2,0,1,7.0,1,0,3,1,2
20358,0.0,12.0,2016.0,34.0,20.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,250.0,0.0,293.1,1.0,1.0,6,6.0,2,0,1,7.0,1,0,3,1,1
20445,0.0,3.0,2016.0,35.0,23.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,199.0,0.0,2.0,0,0.0,2,0,1,7.0,0,0,0,0,1
20472,0.0,213.0,2016.0,35.0,21.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,146.8,0.0,2.0,0,0.0,3,0,1,7.0,3,0,1,0,1
20484,0.0,192.0,2016.0,35.0,21.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,142.2,0.0,1.0,0,0.0,2,0,1,7.0,3,0,1,0,1
20508,0.0,28.0,2016.0,35.0,22.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,246.43,0.0,1.0,2,2.0,2,0,1,7.0,1,0,3,1,0
20519,0.0,232.0,2016.0,35.0,25.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0.0,121.5,0.0,3.0,0,0.0,2,0,1,7.0,0,0,0,0,1
20535,0.0,32.0,2016.0,35.0,22.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,154.0,0.0,0.0,3,3.0,2,0,1,7.0,1,0,1,0,2
20568,0.0,2.0,2016.0,35.0,26.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,193.5,0.0,3.0,0,0.0,3,0,1,7.0,0,0,0,0,0
20643,0.0,214.0,2016.0,35.0,26.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,182.0,1.0,2.0,3,3.0,2,0,1,7.0,1,0,0,0,1
20644,0.0,70.0,2016.0,35.0,26.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,170.43,0.0,2.0,0,0.0,2,0,1,7.0,0,0,0,0,2
20684,0.0,107.0,2016.0,36.0,28.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,214.67,1.0,2.0,3,3.0,3,0,1,7.0,1,0,0,0,1
20720,0.0,84.0,2016.0,36.0,28.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,225.14,0.0,2.0,3,3.0,3,0,1,7.0,1,0,0,0,1
20767,0.0,211.0,2016.0,36.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,241.0,0.0,94.4,0.0,2.0,4,5.0,2,0,1,8.0,0,0,0,0,2
20771,0.0,34.0,2016.0,36.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,174.0,0.0,3.0,0,0.0,2,0,1,8.0,0,0,0,0,0
20795,0.0,210.0,2016.0,36.0,31.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,75.0,0.0,79.9,0.0,1.0,0,0.0,0,0,1,7.0,1,0,1,0,2
20818,0.0,170.0,2016.0,37.0,6.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,250.0,0.0,223.0,1.0,1.0,6,6.0,2,0,1,8.0,0,0,3,1,2
20868,0.0,25.0,2016.0,37.0,4.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,214.0,0.0,2.0,5,5.0,2,0,1,8.0,0,0,3,1,1
20979,0.0,63.0,2016.0,38.0,12.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,348.0,0.0,119.0,0.0,1.0,0,0.0,2,0,1,8.0,0,0,0,0,2
21026,0.0,10.0,2016.0,38.0,13.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,129.0,0.0,0.0,4,4.0,2,0,1,8.0,0,0,3,1,2
21055,0.0,6.0,2016.0,37.0,10.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,135.0,1.0,2.0,0,0.0,2,0,1,8.0,0,0,0,0,2
21087,0.0,213.0,2016.0,38.0,16.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,132.9,1.0,1.0,5,5.0,2,0,1,8.0,0,0,3,1,2
21238,0.0,58.0,2016.0,39.0,18.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,250.0,0.0,102.0,0.0,3.0,0,0.0,2,0,1,8.0,1,0,3,1,1
21258,0.0,51.0,2016.0,38.0,17.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,145.6,1.0,1.0,5,5.0,2,0,1,8.0,0,0,3,1,1
21281,0.0,10.0,2016.0,39.0,20.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,173.6,1.0,2.0,3,7.0,2,0,1,8.0,3,0,3,1,1
21588,0.0,18.0,2016.0,40.0,30.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,178.2,1.0,2.0,6,6.0,2,0,1,8.0,0,0,0,0,2
22031,0.0,150.0,2016.0,41.0,8.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,273.0,0.0,62.75,0.0,1.0,0,3.0,3,0,1,9.0,0,0,2,1,0
22061,0.0,239.0,2016.0,41.0,8.0,3.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,241.0,0.0,51.5,0.0,2.0,0,2.0,2,0,1,9.0,0,0,0,0,0
22381,0.0,125.0,2016.0,43.0,18.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,58.0,0.0,1.0,0,2.0,2,0,1,9.0,0,0,0,0,2
22430,0.0,32.0,2016.0,44.0,24.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,40.0,0.0,1.0,0,2.0,2,0,1,9.0,0,0,1,0,2
22558,0.0,7.0,2016.0,44.0,24.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,119.0,0.0,3.0,0,2.0,3,0,1,9.0,1,0,0,0,1
22667,0.0,22.0,2016.0,44.0,26.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,145.0,1.0,2.0,6,6.0,2,0,1,9.0,0,0,0,0,2
22821,0.0,3.0,2016.0,45.0,30.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,242.0,0.0,72.9,0.0,2.0,4,4.0,2,0,1,9.0,0,0,0,0,2
22881,0.0,111.0,2016.0,44.0,29.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,240.0,0.0,40.85,0.0,2.0,0,2.0,2,0,1,9.0,0,0,0,0,2
23006,0.0,47.0,2016.0,45.0,5.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,240.0,0.0,74.8,0.0,5.0,0,2.0,2,0,1,10.0,1,0,0,0,0
23030,0.0,12.0,2016.0,45.0,3.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,464.0,0.0,66.0,0.0,1.0,0,2.0,2,0,1,10.0,4,0,1,0,2
23143,0.0,24.0,2016.0,45.0,5.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,143.97,0.0,2.0,6,6.0,2,0,1,10.0,4,0,3,1,1
23211,0.0,104.0,2016.0,46.0,8.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,37.8,0.0,2.0,0,0.0,2,0,1,10.0,0,0,0,0,2
23401,0.0,55.0,2016.0,47.0,14.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,29.0,0.0,0.0,0,3.0,2,0,1,10.0,0,0,1,0,2
23527,0.0,34.0,2016.0,47.0,14.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,250.0,0.0,65.4,1.0,2.0,2,2.0,2,0,1,10.0,0,0,3,1,2
23687,0.0,0.0,2016.0,48.0,25.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,175.0,0.0,50.4,0.0,0.0,2,2.0,2,0,1,10.0,0,0,0,0,2
23757,0.0,1.0,2016.0,49.0,29.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,48.0,0.0,1.0,0,0.0,2,0,1,10.0,0,0,0,0,2
23841,0.0,5.0,2016.0,49.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,63.0,1.0,3.0,4,4.0,2,0,1,11.0,0,0,0,0,1
23962,0.0,32.0,2016.0,48.0,23.0,4.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,464.0,0.0,96.0,0.0,1.0,2,2.0,2,0,1,10.0,4,0,1,0,2
24064,0.0,87.0,2016.0,49.0,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,240.0,0.0,133.0,0.0,3.0,6,6.0,3,0,1,11.0,1,0,0,0,2
24115,0.0,3.0,2016.0,50.0,9.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,65.0,0.0,2.0,0,3.0,2,0,1,11.0,0,0,0,0,1
24134,0.0,25.0,2016.0,50.0,10.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,177.0,0.0,34.0,1.0,2.0,0,3.0,3,0,1,11.0,0,0,1,0,2
24295,0.0,98.0,2016.0,51.0,16.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,43.8,1.0,0.0,0,3.0,2,0,1,11.0,0,0,3,1,1
24409,0.0,55.0,2016.0,52.0,19.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,30.6,0.0,0.0,0,0.0,2,0,1,11.0,0,0,1,0,2
24416,0.0,26.0,2016.0,52.0,19.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,63.0,0.0,2.0,4,4.0,2,0,1,11.0,0,0,0,0,2
24423,0.0,54.0,2016.0,52.0,19.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,66.0,0.0,1.0,3,3.0,2,0,1,11.0,0,0,0,0,2
24600,0.0,31.0,2016.0,53.0,26.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,52.8,0.0,1.0,0,0.0,2,0,1,11.0,0,0,3,1,2
24912,0.0,123.0,2016.0,53.0,31.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,242.0,0.0,47.57,0.0,2.0,0,2.0,2,0,1,11.0,0,0,0,0,2
24963,0.0,60.0,2017.0,2.0,8.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,89.0,1.0,0.0,6,6.0,2,0,1,0.0,0,0,0,0,2
25395,0.0,1.0,2017.0,3.0,21.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,80.0,0.0,2.0,0,3.0,2,0,1,0.0,1,0,0,0,2
25494,0.0,22.0,2017.0,4.0,23.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,39.6,0.0,2.0,0,3.0,2,0,1,0.0,0,0,3,1,0
25699,0.0,1.0,2017.0,4.0,27.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,95.33,0.0,4.0,7,7.0,3,0,1,0.0,0,0,3,1,2
25705,0.0,0.0,2017.0,4.0,27.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,93.0,0.0,0.0,6,6.0,3,0,1,0.0,0,0,3,1,1
25736,0.0,47.0,2017.0,4.0,28.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,42.5,0.0,0.0,0,2.0,2,0,1,0.0,0,0,1,0,2
25865,0.0,1.0,2017.0,5.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,55.0,1.0,0.0,0,0.0,2,0,1,1.0,0,0,3,1,1
25896,0.0,0.0,2017.0,5.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,80.0,0.0,1.0,0,3.0,2,0,1,1.0,1,0,0,0,2
26072,0.0,53.0,2017.0,5.0,4.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,171.0,0.0,34.0,0.0,0.0,0,0.0,2,0,1,1.0,0,0,1,0,2
26172,0.0,15.0,2017.0,6.0,11.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,65.0,1.0,2.0,3,3.0,2,0,1,1.0,0,0,0,0,1
26363,0.0,10.0,2017.0,7.0,17.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,161.0,0.0,2.0,6,6.0,2,0,1,1.0,1,0,0,0,2
26432,0.0,31.0,2017.0,8.0,19.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,240.0,0.0,50.0,1.0,2.0,0,2.0,3,0,1,1.0,0,0,0,0,1
26503,0.0,150.0,2017.0,7.0,17.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,52.4,0.0,0.0,0,3.0,2,0,1,1.0,1,0,1,0,2
26673,0.0,121.0,2017.0,8.0,20.0,2.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,464.0,0.0,70.0,0.0,1.0,2,2.0,2,0,1,1.0,1,0,1,0,2
26691,0.0,13.0,2017.0,8.0,25.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,240.0,0.0,74.0,0.0,3.0,4,2.0,2,0,1,1.0,0,0,0,0,1
26727,0.0,153.0,2017.0,8.0,21.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,29.0,0.0,1.0,0,3.0,2,0,1,1.0,0,0,1,0,2
26776,0.0,50.0,2017.0,8.0,25.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,39.6,0.0,1.0,0,0.0,2,0,1,1.0,0,0,3,1,1
27244,0.0,10.0,2017.0,10.0,9.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,75.0,0.0,2.0,2,2.0,2,0,1,2.0,0,0,0,0,2
27387,0.0,31.0,2017.0,11.0,14.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,73.0,0.0,3.0,3,3.0,2,0,1,2.0,0,0,3,1,2
27730,0.0,69.0,2017.0,13.0,29.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,92.0,1.0,1.0,6,6.0,2,0,1,2.0,0,0,3,1,2
27767,0.0,166.0,2017.0,12.0,25.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,46.8,0.0,4.0,3,3.0,2,0,1,2.0,0,0,0,0,2
27836,0.0,57.0,2017.0,13.0,29.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,66.0,0.0,2.0,3,3.0,2,0,1,2.0,0,0,3,1,2
27865,0.0,47.0,2017.0,13.0,28.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,0.0,48.0,0.0,2.0,0,2.0,2,0,1,2.0,0,0,1,0,0
27914,0.0,107.0,2017.0,13.0,30.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,70.99,0.0,1.0,0,0.0,0,0,1,2.0,1,0,1,0,0
27938,0.0,194.0,2017.0,14.0,2.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,52.4,0.0,2.0,0,3.0,2,0,1,3.0,1,0,1,0,2
28108,0.0,36.0,2017.0,14.0,3.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,131.88,1.0,1.0,5,7.0,2,0,1,3.0,0,0,3,1,2
28206,0.0,185.0,2017.0,15.0,9.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,95.2,1.0,2.0,0,2.0,2,0,1,3.0,0,0,0,0,0
28275,0.0,42.0,2017.0,15.0,12.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,95.0,0.0,0.0,0,0.0,3,0,1,3.0,0,0,0,0,1
28305,0.0,37.0,2017.0,15.0,13.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,152.0,1.0,2.0,2,2.0,2,0,1,3.0,0,0,0,0,2
28337,0.0,77.0,2017.0,15.0,13.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,117.75,1.0,3.0,0,0.0,3,0,1,3.0,1,0,0,0,2
28429,0.0,63.0,2017.0,15.0,12.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,82.86,0.0,2.0,3,3.0,2,0,1,3.0,0,0,3,1,2
28531,0.0,84.0,2017.0,15.0,15.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,171.0,0.0,83.22,0.0,0.0,3,3.0,2,0,1,3.0,1,0,1,0,2
28670,0.0,71.0,2017.0,16.0,19.0,2.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,250.0,0.0,105.13,1.0,0.0,5,5.0,3,0,1,3.0,0,0,3,1,2
28746,0.0,288.0,2017.0,16.0,20.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,527.0,14.0,131.0,0.0,1.0,6,6.0,3,0,1,3.0,4,0,2,0,2
28747,0.0,288.0,2017.0,16.0,20.0,2.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,527.0,14.0,131.0,0.0,0.0,2,2.0,2,0,1,3.0,4,0,2,0,2
28816,0.0,11.0,2017.0,17.0,26.0,0.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,5.0,250.0,0.0,161.08,1.0,1.0,4,4.0,2,0,1,3.0,1,0,3,1,1
28862,0.0,96.0,2017.0,17.0,29.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,250.0,0.0,80.0,1.0,1.0,0,2.0,2,0,1,3.0,0,0,3,1,1
28927,0.0,74.0,2017.0,18.0,30.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,241.0,0.0,62.18,0.0,2.0,0,2.0,2,0,1,3.0,0,0,0,0,0
29031,0.0,68.0,2017.0,18.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,48.0,0.0,1.0,0,2.0,2,0,1,4.0,0,0,1,0,2
29045,0.0,97.0,2017.0,18.0,1.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,95.0,0.0,54.0,0.0,2.0,3,3.0,2,0,1,4.0,0,0,1,0,0
29063,0.0,12.0,2017.0,18.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,240.0,0.0,140.0,0.0,1.0,4,6.0,2,0,1,4.0,0,0,0,0,2
29141,0.0,248.0,2017.0,18.0,3.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,242.0,0.0,61.0,1.0,1.0,0,2.0,2,0,1,4.0,0,0,0,0,2
29223,0.0,72.0,2017.0,18.0,4.0,2.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,50.85,0.0,2.0,3,3.0,0,0,1,4.0,0,0,1,0,0
29393,0.0,319.0,2017.0,19.0,12.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,55.5,0.0,3.0,0,0.0,2,0,1,4.0,0,0,0,0,2
29426,0.0,29.0,2017.0,19.0,12.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,211.0,1.0,4.0,6,6.0,2,0,1,4.0,1,0,3,1,1
29455,0.0,126.0,2017.0,19.0,12.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,241.0,0.0,88.55,0.0,2.0,0,2.0,2,0,1,4.0,1,0,0,0,2
29515,0.0,66.0,2017.0,19.0,13.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,240.0,0.0,172.0,1.0,1.0,6,6.0,3,0,1,4.0,0,0,0,0,1
29541,0.0,9.0,2017.0,20.0,19.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,240.0,0.0,104.5,1.0,2.0,0,0.0,2,0,1,4.0,0,0,0,0,2
29632,0.0,72.0,2017.0,20.0,16.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,151.14,0.0,0.0,2,2.0,2,0,1,4.0,1,0,3,1,2
29633,0.0,72.0,2017.0,20.0,16.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,250.0,0.0,152.0,0.0,1.0,2,2.0,2,0,1,4.0,1,0,3,1,2
29751,0.0,159.0,2017.0,21.0,24.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,171.0,0.0,90.0,0.0,1.0,4,4.0,2,0,1,4.0,1,0,1,0,0
29752,0.0,352.0,2017.0,21.0,25.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,121.0,0.0,1.0,4,4.0,1,0,1,4.0,1,0,1,0,0
29777,0.0,0.0,2017.0,21.0,24.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,250.0,0.0,100.0,0.0,2.0,0,1.0,2,0,1,4.0,0,0,3,1,1
29823,0.0,289.0,2017.0,21.0,21.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,243.0,0.0,40.95,0.0,2.0,0,0.0,0,0,1,4.0,0,0,1,0,0
29943,0.0,345.0,2017.0,21.0,24.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,53.57,1.0,2.0,0,2.0,2,0,1,4.0,0,0,1,0,0
29966,0.0,309.0,2017.0,21.0,25.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,40.0,0.0,68.7,0.0,2.0,0,3.0,0,0,1,4.0,0,0,1,0,0
29970,0.0,301.0,2017.0,21.0,25.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,40.0,0.0,56.7,0.0,0.0,0,0.0,0,0,1,4.0,0,0,1,0,2
29971,0.0,303.0,2017.0,21.0,25.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,56.7,0.0,0.0,0,0.0,0,0,1,4.0,0,0,1,0,0
